#name_w_spin,Oxidation,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,2,208.6955,409.3394,752.877,778.865,1362.0,3228.0,3836.0,4070.0,34.0,66.0,116.0,110.0,182.0,408.0,456.0,560.0,13.1642,32.5314,46.9028,52.221,29.1401,46.2205,43.942,20.064,95.0,112.0,64.0,21.0,4.5,7.0,8.0,3.0,15.0,26.0,14.0,3.0,1.4829,2.5653,1.9798,0.8325,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,10.5376,11.444,3.876,10.032,56.5,29.0,21.0,10.5,1.5,0.5,1.5,2.5,3.0,2.0,1.5,0.5477,0.5589,0.2888,0.4162,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,1.485,0.245,1.26,7.5,0.5,9.0,0.5,-1.5,0.0,0.35,-0.01,0.57,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.3489,34.1112,31.3845,23.3325,676.0,1118.0,832.0,780.0,7.0,5.0,78.0,72.0,120.0,1.5625,5.6,5.7375,4.8125,-7.66,-4.34,-3.6,113.0,150.0,100.0,23.0,30.0,10.0,3.02,4.16,2.4
mn_3_chloride_chloride_water_water_water_water,3,108.4281,183.336,429.1808,585.728,1467.0,3428.0,3930.0,928.0,15.0,28.0,54.0,80.0,82.0,216.0,262.0,176.0,7.1191,17.9436,29.2422,24.6864,9.9856,0.0,0.0,0.0,289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,9.9856,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.4025,31.124,27.28,0.0,625.0,1650.0,200.0,0.0,8.0,0.0,84.0,48.0,0.0,1.9321,6.811,4.1144,0.0,-10.78,-5.2,0.0,84.0,192.0,0.0,22.0,40.0,0.0,3.44,8.16,0.0
cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_cyanide_cyanide,2,99.5894,173.0184,315.4834,608.4672,1778.0,4072.0,5744.0,2920.0,17.0,32.0,58.0,100.0,90.0,248.0,340.0,264.0,9.1805,22.6232,38.6606,41.782,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,16.3364,22.704,9.68,0.0,258.0,64.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.3142,1.5096,0.2738,0.0,6.5025,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,6.6564,11.352,0.0,0.0,256.0,32.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.76,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,2.7556,25.5972,39.3088,0.0,576.0,1824.0,528.0,0.0,10.0,0.0,96.0,60.0,0.0,1.6129,7.1374,5.6642,0.0,-5.46,-7.08,0.0,68.0,218.0,0.0,20.0,50.0,0.0,2.0,8.24,0.0
mn_3_misc_misc_misc_misc_cyanide_cyanide,3,180.9571,337.11,580.311,631.38,1291.0,2784.0,3660.0,3864.0,29.0,56.0,98.0,92.0,154.0,344.0,376.0,440.0,12.8789,31.2312,44.9858,50.05,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,36.7666,64.668,82.173,33.66,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6722,1.7094,6.5025,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,6.5025,7.752,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.49,0.0,1.05,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.02,0.0,1.2,2.4025,23.715,28.272,15.81,625.0,900.0,1050.0,600.0,6.0,4.0,72.0,60.0,96.0,1.9321,6.4218,6.255,4.2812,-6.0,-8.94,-4.0,114.0,108.0,76.0,24.0,26.0,8.0,3.72,3.84,2.48
co_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,3,172.114,353.4324,668.256,1057.032,1185.0,2820.0,3042.0,2412.0,29.0,56.0,110.0,156.0,166.0,432.0,612.0,648.0,9.7984,26.1004,42.6018,52.0608,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.5344,34.2912,59.22,9.588,729.0,1134.0,648.0,324.0,14.0,2.0,120.0,96.0,48.0,1.5876,5.67,7.5348,1.9404,-6.96,-5.18,-1.34,120.0,354.0,42.0,16.0,68.0,4.0,3.06,11.66,0.98
co_3_water_water_water_water_carbonyl_carbonyl,3,126.261,227.0896,426.125,767.2096,1193.0,2696.0,2912.0,1792.0,17.0,32.0,58.0,100.0,90.0,248.0,340.0,264.0,7.066,17.8092,28.8078,32.8564,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.5344,35.4568,46.0224,0.0,729.0,1188.0,648.0,0.0,10.0,0.0,96.0,60.0,0.0,1.5876,5.6196,5.5692,0.0,-7.58,-5.68,0.0,118.0,246.0,0.0,20.0,50.0,0.0,3.1,8.18,0.0
fe_2_carbonyl_carbonyl_carbonyl_carbonyl_fluoride_fluoride,2,108.3741,136.6416,322.4564,429.5872,1238.0,2568.0,3122.0,2304.0,11.0,20.0,38.0,40.0,58.0,136.0,130.0,64.0,7.0739,15.7468,24.1702,21.7832,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.3489,33.2328,25.1808,0.0,676.0,1092.0,832.0,0.0,4.0,0.0,60.0,24.0,0.0,1.5625,5.625,3.65,0.0,-7.18,-6.44,0.0,114.0,72.0,0.0,26.0,20.0,0.0,3.0,2.08,0.0
fe_3_water_water_water_water_water_fluoride,3,126.7573,228.8788,502.504,780.56,1087.0,2708.0,2530.0,820.0,17.0,32.0,60.0,100.0,92.0,252.0,340.0,260.0,6.1001,16.302,26.46,26.862,18.677,15.136,4.84,0.0,73.5,16.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,4.0,1.0,0.0,0.6554,0.5402,0.1369,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,13.837,7.568,0.0,0.0,72.5,8.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.5185,0.2701,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,1.24,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.36,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.3489,38.7594,40.26,0.0,676.0,1274.0,260.0,0.0,10.0,0.0,96.0,60.0,0.0,1.5625,5.45,4.625,0.0,-10.2,-3.7,0.0,107.0,250.0,0.0,20.0,50.0,0.0,3.14,8.8,0.0
fe_3_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,3,102.9975,153.102,264.7614,485.52,1216.0,2400.0,3368.0,2640.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.4357,18.4184,28.937,34.342,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,6.5025,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.3489,27.999,34.8432,0.0,676.0,936.0,1144.0,0.0,6.0,0.0,72.0,36.0,0.0,1.5625,5.775,5.575,0.0,-4.32,-8.06,0.0,120.0,112.0,0.0,24.0,30.0,0.0,2.88,3.04,0.0
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc_misc,2,223.0021,431.518,775.5662,744.2236,1369.0,3176.0,3976.0,4576.0,37.0,72.0,126.0,108.0,198.0,432.0,468.0,600.0,14.8861,36.8608,51.9958,57.5788,36.7666,64.668,82.173,33.66,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6722,1.7094,36.7666,62.169,78.204,40.128,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.665,6.5025,7.752,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,-0.49,0.0,1.05,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.02,0.0,1.2,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.4025,26.753,25.234,23.715,625.0,1000.0,950.0,900.0,6.0,6.0,72.0,72.0,144.0,1.9321,6.3106,6.3662,6.4218,-7.96,-6.98,-6.0,110.0,112.0,114.0,24.0,24.0,12.0,3.8,3.76,3.72
fe_3_misc_misc_misc_misc_misc_ammonia,3,210.9435,421.2594,727.263,785.761,1348.0,2986.0,3722.0,4090.0,35.0,68.0,122.0,120.0,190.0,432.0,492.0,600.0,13.3307,33.262,48.9654,55.444,30.2641,52.398,55.6065,16.83,88.0,123.0,63.0,18.0,5.0,8.0,10.0,3.0,18.0,31.0,16.0,3.0,1.5661,2.8422,2.2468,0.8547,36.7666,64.668,82.173,33.66,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6722,1.7094,7.872,13.908,3.2512,8.415,42.5,31.5,18.0,9.0,2.0,0.5,1.5,5.0,5.5,2.0,1.5,0.5777,0.705,0.2964,0.4274,6.5025,7.752,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,1.015,0.0,0.525,8.5,0.0,7.5,2.5,-1.5,0.0,0.58,0.0,0.6,-0.49,0.0,1.05,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.02,0.0,1.2,3.3489,28.8957,39.894,23.3325,676.0,962.0,988.0,780.0,8.0,5.0,84.0,78.0,120.0,1.5625,5.75,6.075,4.8125,-4.81,-7.16,-3.6,119.0,170.0,100.0,22.0,35.0,10.0,2.9,5.14,2.4
fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,2,141.473,293.1954,570.584,1147.74,1164.0,2900.0,3002.0,1500.0,25.0,48.0,102.0,180.0,150.0,432.0,732.0,720.0,7.9628,22.7032,40.7784,53.391,21.5389,34.518,29.04,0.0,140.0,66.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.2538,2.0091,0.8214,0.0,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,7.0189,17.259,0.0,0.0,137.0,33.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.8431,1.0046,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,1.245,0.0,0.0,30.0,0.0,0.0,6.0,0.0,0.0,1.605,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.3489,31.8237,72.468,0.0,676.0,1300.0,468.0,0.0,18.0,0.0,144.0,108.0,0.0,1.5625,6.0125,8.325,0.0,-6.41,-6.66,0.0,106.0,450.0,0.0,12.0,90.0,0.0,2.69,15.84,0.0
mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_ammonia,3,144.9721,297.312,574.248,1203.84,937.0,2352.0,2406.0,1260.0,25.0,48.0,102.0,180.0,150.0,432.0,732.0,720.0,7.7713,22.5,40.3182,49.95,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,23.7616,40.128,29.04,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732,1.665,0.8214,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,2.4025,28.272,61.38,0.0,625.0,1050.0,450.0,0.0,18.0,0.0,144.0,108.0,0.0,1.9321,6.255,9.2574,0.0,-8.94,-11.7,0.0,108.0,432.0,0.0,12.0,90.0,0.0,3.84,18.36,0.0
fe_3_carbonyl_carbonyl_carbonyl_carbonyl_water_water,3,119.7205,193.2328,343.9788,639.9296,1208.0,2528.0,3204.0,2432.0,15.0,28.0,50.0,80.0,78.0,208.0,262.0,184.0,7.6791,18.0076,28.7218,33.2944,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.3489,31.2564,41.2848,0.0,676.0,1040.0,936.0,0.0,8.0,0.0,84.0,48.0,0.0,1.5625,5.675,5.5,0.0,-6.1,-7.92,0.0,116.0,172.0,0.0,22.0,40.0,0.0,2.96,5.6,0.0
fe_3_misc_misc_misc_misc_fluoride_fluoride,3,182.0961,325.1376,645.2924,551.6072,1334.0,3000.0,3394.0,3408.0,27.0,52.0,94.0,72.0,146.0,312.0,314.0,368.0,11.2067,27.3276,39.059,36.9176,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,36.7666,64.668,82.173,33.66,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6722,1.7094,15.8404,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,6.5025,7.752,6.5025,16.83,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,1.05,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.02,0.0,1.2,3.3489,33.2328,22.2528,18.666,676.0,1092.0,728.0,624.0,4.0,4.0,60.0,48.0,96.0,1.5625,5.625,3.75,3.85,-7.18,-4.84,-2.88,114.0,76.0,80.0,26.0,16.0,8.0,3.0,2.0,1.92
fe_2_chloride_chloride_water_water_water_water,2,109.3745,194.5808,439.0368,585.728,1518.0,3560.0,3946.0,928.0,15.0,28.0,54.0,80.0,82.0,216.0,262.0,176.0,6.7495,16.5716,28.4134,24.6864,9.9856,0.0,0.0,0.0,289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,9.9856,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801,0.0,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.3489,36.7464,32.208,0.0,676.0,1716.0,208.0,0.0,8.0,0.0,84.0,48.0,0.0,1.5625,6.125,3.7,0.0,-9.1,-2.96,0.0,90.0,200.0,0.0,22.0,40.0,0.0,2.6,7.04,0.0
fe_3_water_water_water_water_carbonyl_carbonyl,3,126.0755,225.2036,423.677,767.2096,1140.0,2608.0,2864.0,1792.0,17.0,32.0,58.0,100.0,90.0,248.0,340.0,264.0,7.0409,17.72,28.7194,32.8564,18.3361,17.544,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,6.5025,8.772,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,-0.89,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,3.3489,34.5138,44.7984,0.0,676.0,1144.0,624.0,0.0,10.0,0.0,96.0,60.0,0.0,1.5625,5.575,5.525,0.0,-7.88,-6.18,0.0,112.0,236.0,0.0,20.0,50.0,0.0,3.04,8.08,0.0
mn_2_water_water_water_water_phosphine_phosphine,2,127.0891,235.138,464.413,938.52,1345.0,3408.0,3858.0,1428.0,21.0,40.0,78.0,140.0,118.0,336.0,520.0,464.0,8.2275,23.0392,38.1612,43.1864,19.3161,28.908,29.04,0.0,228.0,90.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.5343,2.3532,0.8214,0.0,21.5136,30.272,9.68,0.0,66.0,32.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,0.8067,1.0804,0.2738,0.0,4.7961,14.454,0.0,0.0,225.0,45.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,-0.03,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.4025,28.117,47.74,0.0,625.0,1550.0,350.0,0.0,14.0,0.0,120.0,84.0,0.0,1.9321,7.0056,7.2002,0.0,-8.84,-9.1,0.0,88.0,336.0,0.0,16.0,70.0,0.0,3.3,14.28,0.0
