#name_w_spin,metal,Oxidation,alpha_d_1,alpha_d_2,alpha_d_3,alpha_d_4,alpha_d_5,npa_metal,npa_c_1,npa_c_2,npa_c_3,npa_c_4,npa_c_5,npa_c_6,ap_1,ap_2,ap_3,ap_4,ap_5
fe_3_misc_misc_misc_misc_misc_ammonia,fe,3,-0.7109,-0.60993,-0.59965,-0.41978,-0.40897,0.28523,0.33747,0.31981,0.31843,0.32039,0.31900,-0.99067,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_carbonyl,fe,3,-0.71885,-0.61624,-0.60854,-0.45364,-0.42783,0.00532,0.34899,0.66702,0.33389,0.33386,0.33277,0.33277,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_cyanide,fe,3,-0.58526,-0.58421,-0.58391,-0.45111,-0.42839,-0.00045,0.00811,0.37752,0.37740,0.37771,0.37747,0.37141,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_fluoride,fe,3,-0.58085,-0.56389,-0.56258,-0.45472,-0.44819,0.26271,-0.33442,0.36252,0.36244,0.36234,0.36227,0.34898,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_hydrogensulfide,fe,3,-0.68793,-0.60716,-0.59885,-0.41491,-0.41112,0.12585,0.34789,0.31977,0.31954,0.31830,0.32032,-0.02466,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_misc,fe,3,-0.58157,-0.58149,-0.4066,-0.40643,-0.40405,0.06761,0.34730,0.34730,0.34728,0.34733,0.34733,0.34737,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_phosphine,fe,3,-0.70864,-0.59284,-0.58566,-0.41825,-0.41105,0.03295,0.34831,0.32195,0.32308,0.32924,0.32856,0.19518,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_misc_water,fe,3,-0.71285,-0.71237,-0.63191,-0.60287,-0.41193,0.33174,0.33889,0.31923,0.32204,0.31217,0.31420,-0.82534,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_misc_misc_water_water,fe,3,-0.72694,-0.71898,-0.6979,-0.62948,-0.43617,0.61595,-0.82717,-0.82716,0.27901,0.27899,0.28336,0.28328,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_misc_misc_water_water_water_water,fe,3,-0.80947,-0.7933,-0.79281,-0.77547,-0.74893,1.24963,-0.88008,-0.89085,-0.88220,-0.88516,0.21712,0.20974,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_phosphine_phosphine_ammonia_ammonia_ammonia_ammonia,fe,3,-0.89042,-0.79461,-0.78819,-0.70678,-0.68706,0.87348,-1.04392,-1.04517,-1.04724,-1.04794,0.06875,0.06445,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_phosphine_phosphine_water_water_water_water,fe,3,-0.83715,-0.81601,-0.80758,-0.80203,-0.71092,1.22818,-0.90764,-0.90859,-0.91253,-0.91850,0.55904,0.56095,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_acetonitrile_acetonitrile,fe,3,-0.80091,-0.79294,-0.77929,-0.7756,-0.7526,1.45747,-0.88196,-0.88198,-0.57294,-0.57306,-0.87838,-0.87844,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_ammonia_ammonia,fe,3,-0.94229,-0.94175,-0.85258,-0.84071,-0.78568,1.49462,-0.89721,-0.89752,-0.90046,-0.90059,-1.05919,-1.05926,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_carbonyl_carbonyl,fe,3,-0.9361,-0.88217,-0.87076,-0.86584,-0.86212,1.30683,-0.86646,-0.86642,-0.89183,-0.89185,0.51941,0.51936,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_cyanide_cyanide,fe,3,-0.53534,-0.52404,-0.50019,-0.49891,-0.4104,1.03149,-0.14956,-0.15254,-0.85782,-0.84120,-0.84043,-0.86064,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_fluoride_fluoride,fe,3,-0.51685,-0.48331,-0.47725,-0.47721,-0.41776,1.39612,-0.50980,-0.51062,-0.88038,-0.88050,-0.88111,-0.88141,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_misc_misc,fe,3,-0.80727,-0.79617,-0.78669,-0.74891,-0.42918,1.26328,-0.87471,-0.87511,-0.88759,-0.88779,0.20086,0.20116,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_phosphine_phosphine,fe,3,-0.82789,-0.82049,-0.81641,-0.80607,-0.71426,1.20267,-0.89777,-0.90266,-0.90040,-0.90114,0.04812,0.56008,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_water_acetonitrile,fe,3,-0.83335,-0.81945,-0.81793,-0.81631,-0.80188,1.49402,-0.58890,-0.88864,-0.88751,-0.88752,-0.88951,-0.88936,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_water_ammonia,fe,3,-0.94981,-0.94812,-0.90929,-0.85482,-0.80555,1.51223,-0.89217,-0.89673,-0.89423,-0.89649,-0.89859,-1.04796,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_water_carbonyl,fe,3,-0.93528,-0.87166,-0.86645,-0.86502,-0.84825,1.42796,-0.88024,-0.87934,-0.88093,-0.89255,-0.89267,0.50404,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_water_chloride,fe,3,-0.71314,-0.69763,-0.67072,-0.65459,-0.59932,1.24131,-0.90714,-0.89795,-0.90100,-0.89113,-0.89190,-0.16058,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_water_cyanide,fe,3,-0.71086,-0.67197,-0.67027,-0.6556,-0.59592,1.31187,-0.14944,-0.89247,-0.89605,-0.88516,-0.88293,-0.90395,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_water_fluoride,fe,3,-0.70522,-0.69323,-0.68671,-0.66227,-0.63171,1.46786,-0.38844,-0.90156,-0.90334,-0.90080,-0.92137,-0.90045,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
fe_3_water_water_water_water_water_misc,fe,3,-0.83748,-0.81981,-0.81797,-0.81466,-0.78576,1.39985,-0.88979,-0.88492,-0.88645,-0.89439,-0.89268,0.18602,0.13898379000011118,0.23184022000009463,2.356429840000146,5.158340339999995,8.187347369999998
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile,mn,2,-0.50312,-0.50292,-0.50292,-0.45565,-0.45565,1.16144,-0.47405,-0.47398,-0.47404,-0.47403,-0.47394,-0.47395,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,mn,2,-0.5087,-0.50856,-0.50833,-0.46286,-0.44809,1.16790,-0.47800,-1.07231,-0.48561,-0.48478,-0.48404,-0.48337,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,mn,2,-0.52671,-0.52665,-0.52579,-0.48983,-0.47692,1.13392,-0.49761,-0.49636,-0.49518,-0.49510,-0.49385,0.50406,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc,mn,2,-0.50435,-0.50419,-0.50332,-0.45667,-0.44797,1.08051,-0.47194,-0.47039,-0.47184,-0.47173,-0.47165,0.25111,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,mn,2,-0.51869,-0.51858,-0.51597,-0.46723,-0.45528,1.10430,-0.48589,-0.48506,-0.48532,-0.47942,-0.48449,-0.03361,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,mn,2,-0.51535,-0.51312,-0.5107,-0.46798,-0.46529,1.19182,-0.89933,-0.48316,-0.48829,-0.49151,-0.49198,-0.48272,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,mn,2,-0.51483,-0.51469,-0.51394,-0.47024,-0.44475,1.17136,-1.07365,-1.07348,-0.49465,-0.49329,-0.49457,-0.49318,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,mn,2,-0.55548,-0.55548,-0.54811,-0.52078,-0.49572,1.04380,-0.51243,-0.51241,-0.51246,-0.51243,0.51900,0.51901,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_hydrogensulfide_hydrogensulfide,mn,2,-0.55041,-0.53986,-0.53858,-0.53362,-0.48297,1.06978,-0.50662,-0.50342,-0.50298,-0.50556,-0.23412,-0.24460,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc_misc,mn,2,-0.50687,-0.50687,-0.50525,-0.46089,-0.44275,1.00662,-0.46993,-0.46999,-0.46991,-0.46998,0.25480,0.25485,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,mn,2,-0.53418,-0.53402,-0.528,-0.47809,-0.45951,1.03735,-0.49523,-0.49507,-0.49590,-0.49587,-0.03230,-0.03219,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,mn,2,-0.52876,-0.52351,-0.51926,-0.4809,-0.47526,1.22180,-0.90365,-0.90355,-0.49850,-0.49845,-0.50719,-0.50731,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,mn,2,-0.53206,-0.53161,-0.53114,-0.47215,-0.46207,1.18544,-0.51558,-0.51284,-1.08163,-1.08206,-1.08244,-1.07948,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_acetonitrile_acetonitrile_water_water_water_water,mn,2,-0.55268,-0.55102,-0.54969,-0.50956,-0.50481,1.27530,-0.92646,-0.92159,-0.91862,-0.53288,-0.91891,-0.53640,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,mn,2,-0.53115,-0.53001,-0.52994,-0.47701,-0.45608,1.18195,-0.51617,-0.51606,-1.08014,-1.08010,-1.08010,-1.08007,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_acetonitrile,mn,2,-0.54373,-0.54353,-0.54214,-0.48446,-0.47051,1.19842,-1.08732,-1.08609,-1.08617,-1.08588,-1.08778,-0.52563,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_ammonia,mn,2,-0.55325,-0.55312,-0.55298,-0.48469,-0.48442,1.19732,-1.08939,-1.09004,-1.08840,-1.08844,-1.08870,-1.08860,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,mn,2,-0.57689,-0.57687,-0.57613,-0.52801,-0.49957,1.20013,-1.09891,-1.09819,-1.09791,-1.09725,-1.09734,0.41692,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_chloride,mn,2,-0.3998,-0.39849,-0.39818,-0.39539,-0.30886,1.06607,-1.06442,-1.08024,-1.08147,-1.08077,-1.07910,-0.63524,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,mn,2,-0.4075,-0.40736,-0.40176,-0.34049,-0.30979,1.06199,-0.27036,-1.06250,-1.07293,-1.07450,-1.07335,-1.07208,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,mn,2,-0.56515,-0.56431,-0.56236,-0.49475,-0.48808,1.15905,-1.09055,-1.09054,-1.09015,-1.09165,-1.09055,0.41218,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,mn,2,-0.60706,-0.607,-0.59963,-0.56091,-0.51472,1.10112,-1.09974,-1.09972,-1.09968,-1.09969,0.47148,0.47151,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_chloride_chloride,mn,2,-0.24366,-0.24344,-0.23475,-0.17283,-0.14676,0.97571,-1.05212,-1.05207,-1.05500,-1.05507,-0.68459,-0.68468,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_cyanide_cyanide,mn,2,-0.27144,-0.27131,-0.25328,-0.19624,-0.15408,0.92267,-0.19453,-0.19579,-1.04515,-1.04493,-1.04504,-1.04542,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_misc_misc,mn,2,-0.53524,-0.53516,-0.53404,-0.46835,-0.46029,1.04385,-1.07684,-1.07682,-1.07686,-1.07683,0.19876,0.19879,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_phosphine_phosphine,mn,2,-0.60325,-0.57546,-0.5754,-0.57009,-0.49099,1.09880,-1.09105,-1.09073,-1.09118,-1.09112,0.41143,0.41162,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_ammonia_ammonia_ammonia_ammonia_water_water,mn,2,-0.57049,-0.56651,-0.56234,-0.5228,-0.48844,1.24567,-1.09682,-1.09679,-1.09757,-1.09763,-0.92478,-0.92480,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_ammonia_ammonia,mn,2,-0.66854,-0.65704,-0.65665,-0.52857,-0.5249,0.12746,0.59419,0.59429,0.59427,0.59391,-1.03660,-1.03672,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile,mn,2,-0.68542,-0.68507,-0.67089,-0.53192,-0.52508,-0.12912,-0.51313,0.62264,0.62260,0.62257,0.62254,0.61403,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_ammonia,mn,2,-0.69244,-0.68634,-0.68624,-0.54995,-0.54743,-0.07818,0.60559,0.60437,0.60562,0.60435,0.60909,-1.03648,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_chloride,mn,2,-0.52627,-0.52605,-0.52075,-0.36409,-0.36399,-0.44370,0.63318,0.62030,0.62029,0.62007,0.62008,-0.12787,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_cyanide,mn,2,-0.54006,-0.53987,-0.53348,-0.37457,-0.35122,-0.46058,-0.02433,0.63805,0.63777,0.63807,0.63778,0.63751,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,mn,2,-0.68185,-0.68182,-0.67485,-0.52566,-0.52089,-0.29465,0.62598,0.62598,0.62598,0.62598,0.28679,0.61777,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_water,mn,2,-0.70812,-0.69357,-0.69151,-0.63128,-0.62666,0.84515,-0.93049,0.49419,0.49397,0.48971,0.48952,0.49465,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_chloride_chloride,mn,2,-0.34986,-0.3492,-0.34064,-0.18582,-0.18154,-0.29118,0.62255,0.62255,0.62264,0.62263,-0.34340,-0.34362,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,mn,2,-0.38321,-0.37296,-0.19673,-0.15692,-0.10912,-0.48095,0.63520,0.63511,0.63516,0.63508,0.01925,0.01925,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_hydrogensulfide_hydrogensulfide,mn,2,-0.68049,-0.67702,-0.67515,-0.54287,-0.53149,-0.14082,0.58835,0.59474,0.57895,0.59875,-0.08719,-0.08757,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,mn,2,-0.63867,-0.61057,-0.61052,-0.48653,-0.47301,-0.29987,0.63764,0.63760,0.63759,0.63755,0.29678,0.29678,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_phosphine_phosphine,mn,2,-0.66988,-0.66198,-0.66192,-0.51533,-0.51085,-0.31579,0.60434,0.60380,0.60162,0.60218,0.10047,0.10041,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_carbonyl_carbonyl_water_water,mn,2,-0.69828,-0.67757,-0.67428,-0.62018,-0.61194,0.98086,-0.93458,-0.93458,0.48916,0.48916,0.48095,0.48094,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_carbonyl_carbonyl_water_water_water_water,mn,2,-0.62165,-0.62081,-0.61233,-0.58165,-0.57487,1.18215,-0.93188,-0.93836,-0.93425,-0.93456,0.47294,0.46953,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_chloride_chloride_ammonia_ammonia_ammonia_ammonia,mn,2,-0.25824,-0.24939,-0.24786,-0.24375,-0.1719,0.99539,-1.07621,-1.08239,-1.06748,-1.06022,-0.66700,-0.67396,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_chloride_chloride_chloride_chloride_carbonyl_carbonyl,mn,2,0.06328,0.06599,0.06636,0.06636,0.109,0.75455,0.54009,0.54009,-0.70026,-0.70027,-0.70027,-0.70026,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_chloride_chloride_chloride_chloride_phosphine_phosphine,mn,2,0.06424,0.06568,0.07036,0.07269,0.11148,0.84129,-0.71570,-0.71654,-0.71119,-0.71326,0.08687,0.08373,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,mn,2,0.01115,0.01115,0.02731,0.16662,0.17293,-0.34846,0.68267,0.68267,0.03719,0.03719,0.03718,0.03718,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_carbonyl_carbonyl,mn,2,-0.65361,-0.6521,-0.65094,-0.62326,-0.50743,0.04913,0.56186,0.56201,-0.13709,-0.13526,-0.11968,-0.12143,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride_chloride,mn,2,-0.29727,-0.28757,-0.23677,-0.21883,-0.19171,0.75203,-0.60319,-0.60380,-0.24066,-0.24078,-0.25411,-0.25424,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_carbonyl,mn,2,-0.64164,-0.63787,-0.63543,-0.61902,-0.61545,0.75851,0.48727,-0.24335,-0.23860,-0.24754,-0.24363,-0.25154,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_chloride,mn,2,-0.45859,-0.4569,-0.45332,-0.37958,-0.35463,0.75747,-0.53728,-0.25547,-0.26126,-0.26119,-0.26326,-0.25255,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_cyanide,mn,2,-0.46775,-0.46282,-0.40503,-0.38646,-0.35638,0.76968,-0.25376,-0.23917,-0.25467,-0.26457,-0.26329,-0.26012,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine,mn,2,-0.62733,-0.61813,-0.61558,-0.60657,-0.51584,0.76342,-0.24811,-0.25006,-0.25240,-0.24667,-0.25498,-0.06528,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_water,mn,2,-0.6268,-0.62307,-0.60898,-0.60713,-0.60155,0.89604,-0.92802,-0.25318,-0.25494,-0.25652,-0.26338,-0.26409,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine_phosphine,mn,2,-0.6168,-0.61264,-0.61063,-0.60616,-0.50913,0.75050,-0.24460,-0.24623,-0.24908,-0.24968,-0.06347,-0.06670,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_water_water,mn,2,-0.62342,-0.61437,-0.60866,-0.59772,-0.59445,1.00796,-0.92925,-0.93188,-0.26162,-0.26173,-0.27480,-0.27457,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_acetonitrile_acetonitrile_acetonitrile_acetonitrile,mn,2,-0.50568,-0.50458,-0.50452,-0.45339,-0.44433,0.99811,-0.46965,-0.46962,-0.46804,-0.46792,0.25381,0.25390,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_acetonitrile_acetonitrile,mn,2,-0.48562,-0.48141,-0.48087,-0.37898,-0.3442,0.19937,0.34709,0.34715,0.34712,0.34706,-0.42346,-0.42330,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_ammonia_ammonia,mn,2,-0.50332,-0.50317,-0.50254,-0.39072,-0.36459,0.27202,0.30968,0.30963,0.30890,0.30899,-1.01016,-1.01029,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_carbonyl_carbonyl,mn,2,-0.55648,-0.55647,-0.54571,-0.40659,-0.40586,-0.26363,0.65291,0.65296,0.33659,0.33656,0.33655,0.33650,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_chloride_chloride,mn,2,-0.23835,-0.23823,-0.2237,-0.09663,-0.07132,-0.00830,0.39556,0.39552,0.39553,0.39555,-0.48497,-0.48496,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_cyanide_cyanide,mn,2,-0.23833,-0.21068,-0.20792,-0.07932,-0.05628,-0.26401,0.43398,0.43455,0.43405,0.43382,-0.00988,-0.00965,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_misc_acetonitrile,mn,2,-0.48928,-0.48805,-0.48736,-0.36577,-0.34499,0.02166,0.36135,0.35403,0.35395,0.35390,0.35398,-0.42013,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_misc_ammonia,mn,2,-0.49998,-0.49946,-0.49885,-0.37159,-0.35556,0.04973,0.33508,0.36044,0.33746,0.33717,0.33486,-1.00666,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_misc_carbonyl,mn,2,-0.5245,-0.52449,-0.51891,-0.37836,-0.37384,-0.21312,0.64893,0.35823,0.35107,0.35107,0.35101,0.35098,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_misc_chloride,mn,2,-0.36618,-0.36572,-0.35849,-0.2193,-0.2079,-0.15505,0.39311,0.37760,0.37752,0.37860,0.37787,-0.36928,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
mn_2_misc_misc_misc_misc_misc_cyanide,mn,2,-0.38084,-0.38032,-0.36727,-0.21429,-0.20205,-0.23406,0.39245,0.39194,0.39251,0.39229,-0.00717,0.39207,0.11580275000005713,0.1931937399999697,1.8702169499999854,4.113007390000121,6.5720615800000814
